cline,p,att,rep,group,Exp,dose,ncells,scene,ncolonies,pe,token,group_id
GBM1a,15,2,r02,S20,r04,0,200,26,31,0.155,GBM1a_S20_0,7
GBM1a,15,2,r02,E100,r04,0,200,27,35,0.175,GBM1a_E100_0,4
GBM1a,15,2,r02,E20,r04,0,200,28,45,0.225,GBM1a_E20_0,3
GBM1a,15,2,r02,B100,r04,0,200,29,34,0.17,GBM1a_B100_0,6
GBM1a,15,2,r02,B20,r04,0,200,30,66,0.33,GBM1a_B20_0,5
GBM1a,15,2,r02,FBS,r04,0,200,31,40,0.2,GBM1a_FBS_0,2
GBM1a,15,2,r02,CTRL,r04,0,200,32,70,0.35,GBM1a_CTRL_0,1
GBM1a,15,2,r02,CTRL,r05,0,200,33,60,0.3,GBM1a_CTRL_0,1
GBM1a,15,2,r02,FBS,r05,0,200,34,31,0.155,GBM1a_FBS_0,2
GBM1a,15,2,r02,B20,r05,0,200,35,53,0.265,GBM1a_B20_0,5
GBM1a,15,2,r02,B100,r05,0,200,36,34,0.17,GBM1a_B100_0,6
GBM1a,15,2,r02,E20,r05,0,200,37,37,0.185,GBM1a_E20_0,3
GBM1a,15,2,r02,E100,r05,0,200,38,44,0.22,GBM1a_E100_0,4
GBM1a,15,2,r02,S20,r05,0,200,39,30,0.15,GBM1a_S20_0,7
GBM1a,15,2,r02,S100,r05,0,200,40,30,0.15,GBM1a_S100_0,8
GBM1a,15,2,r02,S100,r06,0,200,41,15,0.075,GBM1a_S100_0,8
GBM1a,15,2,r02,S20,r06,0,200,42,18,0.09,GBM1a_S20_0,7
GBM1a,15,2,r02,E100,r06,0,200,43,17,0.085,GBM1a_E100_0,4
GBM1a,15,2,r02,E20,r06,0,200,44,16,0.08,GBM1a_E20_0,3
GBM1a,15,2,r02,B100,r06,0,200,45,16,0.08,GBM1a_B100_0,6
GBM1a,15,2,r02,B20,r06,0,200,46,26,0.13,GBM1a_B20_0,5
GBM1a,15,2,r02,FBS,r06,0,200,47,43,0.215,GBM1a_FBS_0,2
GBM1a,15,2,r02,CTRL,r06,0,200,48,60,0.3,GBM1a_CTRL_0,1
GBM1a,15,2,r02,CTRL,r01,2,200,1,47,0.235,GBM1a_CTRL_2,1
GBM1a,15,2,r02,FBS,r01,2,200,2,27,0.135,GBM1a_FBS_2,2
GBM1a,15,2,r02,B20,r01,2,200,3,23,0.115,GBM1a_B20_2,5
GBM1a,15,2,r02,B100,r01,2,200,4,12,0.06,GBM1a_B100_2,6
GBM1a,15,2,r02,E20,r01,2,200,5,12,0.06,GBM1a_E20_2,3
GBM1a,15,2,r02,E100,r01,2,200,6,18,0.09,GBM1a_E100_2,4
GBM1a,15,2,r02,S20,r01,2,200,7,18,0.09,GBM1a_S20_2,7
GBM1a,15,2,r02,S100,r01,2,200,8,9,0.045,GBM1a_S100_2,8
GBM1a,15,2,r02,S100,r02,2,200,9,14,0.07,GBM1a_S100_2,8
GBM1a,15,2,r02,S20,r02,2,200,10,14,0.07,GBM1a_S20_2,7
GBM1a,15,2,r02,E100,r02,2,200,11,10,0.05,GBM1a_E100_2,4
GBM1a,15,2,r02,E20,r02,2,200,12,16,0.08,GBM1a_E20_2,3
GBM1a,15,2,r02,B100,r02,2,200,13,10,0.05,GBM1a_B100_2,6
GBM1a,15,2,r02,B20,r02,2,200,14,23,0.115,GBM1a_B20_2,5
GBM1a,15,2,r02,FBS,r02,2,200,15,21,0.105,GBM1a_FBS_2,2
GBM1a,15,2,r02,CTRL,r02,2,200,16,31,0.155,GBM1a_CTRL_2,1
GBM1a,15,2,r02,CTRL,r03,2,200,17,36,0.18,GBM1a_CTRL_2,1
GBM1a,15,2,r02,FBS,r03,2,200,18,11,0.055,GBM1a_FBS_2,2
GBM1a,15,2,r02,B20,r03,2,200,19,24,0.12,GBM1a_B20_2,5
GBM1a,15,2,r02,B100,r03,2,200,20,6,0.03,GBM1a_B100_2,6
GBM1a,15,2,r02,E20,r03,2,200,21,21,0.105,GBM1a_E20_2,3
GBM1a,15,2,r02,E100,r03,2,200,22,15,0.075,GBM1a_E100_2,4
GBM1a,15,2,r02,S20,r03,2,200,23,15,0.075,GBM1a_S20_2,7
GBM1a,15,2,r02,S100,r03,2,200,24,10,0.05,GBM1a_S100_2,8
GBM1a,15,2,r02,S100,r04,2,200,25,6,0.03,GBM1a_S100_2,8
GBM1a,15,2,r02,S20,r04,2,200,26,9,0.045,GBM1a_S20_2,7
GBM1a,15,2,r02,E100,r04,2,200,27,14,0.07,GBM1a_E100_2,4
GBM1a,15,2,r02,E20,r04,2,200,28,11,0.055,GBM1a_E20_2,3
GBM1a,15,2,r02,B100,r04,2,200,29,12,0.06,GBM1a_B100_2,6
GBM1a,15,2,r02,B20,r04,2,200,30,35,0.175,GBM1a_B20_2,5
GBM1a,15,2,r02,FBS,r04,2,200,31,25,0.125,GBM1a_FBS_2,2
GBM1a,15,2,r02,CTRL,r04,2,200,32,42,0.21,GBM1a_CTRL_2,1
GBM1a,15,2,r02,CTRL,r05,2,200,33,39,0.195,GBM1a_CTRL_2,1
GBM1a,15,2,r02,FBS,r05,2,200,34,19,0.095,GBM1a_FBS_2,2
GBM1a,15,2,r02,B20,r05,2,200,35,27,0.135,GBM1a_B20_2,5
GBM1a,15,2,r02,B100,r05,2,200,36,4,0.02,GBM1a_B100_2,6
GBM1a,15,2,r02,E20,r05,2,200,37,15,0.075,GBM1a_E20_2,3
GBM1a,15,2,r02,E100,r05,2,200,38,17,0.085,GBM1a_E100_2,4
GBM1a,15,2,r02,S20,r05,2,200,39,17,0.085,GBM1a_S20_2,7
GBM1a,15,2,r02,S100,r05,2,200,40,6,0.03,GBM1a_S100_2,8
GBM1a,15,2,r02,S100,r06,2,200,41,6,0.03,GBM1a_S100_2,8
GBM1a,15,2,r02,S20,r06,2,200,42,2,0.01,GBM1a_S20_2,7
GBM1a,15,2,r02,E100,r06,2,200,43,5,0.025,GBM1a_E100_2,4
GBM1a,15,2,r02,E20,r06,2,200,44,10,0.05,GBM1a_E20_2,3
GBM1a,15,2,r02,B100,r06,2,200,45,8,0.04,GBM1a_B100_2,6
GBM1a,15,2,r02,B20,r06,2,200,46,18,0.09,GBM1a_B20_2,5
GBM1a,15,2,r02,FBS,r06,2,200,47,13,0.065,GBM1a_FBS_2,2
GBM1a,15,2,r02,CTRL,r06,2,200,48,27,0.135,GBM1a_CTRL_2,1
GBM1a,15,2,r02,CTRL,r01,10,1000,1,2,0.002,GBM1a_CTRL_10,1
GBM1a,15,2,r02,FBS,r01,10,1000,2,0,0,GBM1a_FBS_10,2
GBM1a,15,2,r02,B20,r01,10,1000,3,0,0,GBM1a_B20_10,5
GBM1a,15,2,r02,B100,r01,10,1000,4,0,0,GBM1a_B100_10,6
GBM1a,15,2,r02,E20,r01,10,1000,5,0,0,GBM1a_E20_10,3
GBM1a,15,2,r02,E100,r01,10,1000,6,0,0,GBM1a_E100_10,4
GBM1a,15,2,r02,S20,r01,10,1000,7,0,0,GBM1a_S20_10,7
GBM1a,15,2,r02,S100,r01,10,1000,8,0,0,GBM1a_S100_10,8
GBM1a,15,2,r02,S100,r02,10,1000,9,0,0,GBM1a_S100_10,8
GBM1a,15,2,r02,S20,r02,10,1000,10,0,0,GBM1a_S20_10,7
GBM1a,15,2,r02,E100,r02,10,1000,11,0,0,GBM1a_E100_10,4
GBM1a,15,2,r02,E20,r02,10,1000,12,0,0,GBM1a_E20_10,3
GBM1a,15,2,r02,B100,r02,10,1000,13,0,0,GBM1a_B100_10,6
GBM1a,15,2,r02,B20,r02,10,1000,14,2,0.002,GBM1a_B20_10,5
GBM1a,15,2,r02,FBS,r02,10,1000,15,0,0,GBM1a_FBS_10,2
GBM1a,15,2,r02,CTRL,r02,10,1000,16,0,0,GBM1a_CTRL_10,1
GBM1a,15,2,r02,CTRL,r03,10,1000,17,0,0,GBM1a_CTRL_10,1
GBM1a,15,2,r02,FBS,r03,10,1000,18,0,0,GBM1a_FBS_10,2
GBM1a,15,2,r02,B20,r03,10,1000,19,1,0.001,GBM1a_B20_10,5
GBM1a,15,2,r02,B100,r03,10,1000,20,0,0,GBM1a_B100_10,6
GBM1a,15,2,r02,E20,r03,10,1000,21,0,0,GBM1a_E20_10,3
GBM1a,15,2,r02,E100,r03,10,1000,22,0,0,GBM1a_E100_10,4
GBM1a,15,2,r02,S20,r03,10,1000,23,0,0,GBM1a_S20_10,7
GBM1a,15,2,r02,S100,r03,10,1000,24,0,0,GBM1a_S100_10,8
GBM1a,15,2,r02,S100,r04,10,1000,25,0,0,GBM1a_S100_10,8
GBM1a,15,2,r02,S20,r04,10,1000,26,0,0,GBM1a_S20_10,7
GBM1a,15,2,r02,E100,r04,10,1000,27,0,0,GBM1a_E100_10,4
GBM1a,15,2,r02,E20,r04,10,1000,28,0,0,GBM1a_E20_10,3
GBM1a,15,2,r02,B100,r04,10,1000,29,0,0,GBM1a_B100_10,6
GBM1a,15,2,r02,B20,r04,10,1000,30,1,0.001,GBM1a_B20_10,5
GBM1a,15,2,r02,FBS,r04,10,1000,31,1,0.001,GBM1a_FBS_10,2
GBM1a,15,2,r02,CTRL,r04,10,1000,32,0,0,GBM1a_CTRL_10,1
GBM1a,15,2,r02,CTRL,r05,10,1000,33,0,0,GBM1a_CTRL_10,1
GBM1a,15,2,r02,FBS,r05,10,1000,34,1,0.001,GBM1a_FBS_10,2
GBM1a,15,2,r02,B20,r05,10,1000,35,0,0,GBM1a_B20_10,5
GBM1a,15,2,r02,B100,r05,10,1000,36,0,0,GBM1a_B100_10,6
GBM1a,15,2,r02,E20,r05,10,1000,37,0,0,GBM1a_E20_10,3
GBM1a,15,2,r02,E100,r05,10,1000,38,0,0,GBM1a_E100_10,4
GBM1a,15,2,r02,S20,r05,10,1000,39,0,0,GBM1a_S20_10,7
GBM1a,15,2,r02,S100,r05,10,1000,40,0,0,GBM1a_S100_10,8
GBM1a,15,2,r02,S100,r06,10,1000,41,0,0,GBM1a_S100_10,8
GBM1a,15,2,r02,S20,r06,10,1000,42,0,0,GBM1a_S20_10,7
GBM1a,15,2,r02,E100,r06,10,1000,43,0,0,GBM1a_E100_10,4
GBM1a,15,2,r02,E20,r06,10,1000,44,0,0,GBM1a_E20_10,3
GBM1a,15,2,r02,B100,r06,10,1000,45,0,0,GBM1a_B100_10,6
GBM1a,15,2,r02,B20,r06,10,1000,46,0,0,GBM1a_B20_10,5
GBM1a,15,2,r02,FBS,r06,10,1000,47,0,0,GBM1a_FBS_10,2
GBM1a,15,2,r02,CTRL,r06,10,1000,48,0,0,GBM1a_CTRL_10,1
GBM1a,15,2,r02,CTRL,r01,8,600,1,1,0.001666667,GBM1a_CTRL_8,1
GBM1a,15,2,r02,FBS,r01,8,600,2,0,0,GBM1a_FBS_8,2
GBM1a,15,2,r02,B20,r01,8,600,3,0,0,GBM1a_B20_8,5
GBM1a,15,2,r02,B100,r01,8,600,4,0,0,GBM1a_B100_8,6
GBM1a,15,2,r02,E20,r01,8,600,5,0,0,GBM1a_E20_8,3
GBM1a,15,2,r02,E100,r01,8,600,6,0,0,GBM1a_E100_8,4
GBM1a,15,2,r02,S20,r01,8,600,7,0,0,GBM1a_S20_8,7
GBM1a,15,2,r02,S100,r01,8,600,8,0,0,GBM1a_S100_8,8
GBM1a,15,2,r02,S100,r02,8,600,9,0,0,GBM1a_S100_8,8
GBM1a,15,2,r02,S20,r02,8,600,10,0,0,GBM1a_S20_8,7
GBM1a,15,2,r02,E100,r02,8,600,11,0,0,GBM1a_E100_8,4
GBM1a,15,2,r02,E20,r02,8,600,12,0,0,GBM1a_E20_8,3
GBM1a,15,2,r02,B100,r02,8,600,13,0,0,GBM1a_B100_8,6
GBM1a,15,2,r02,B20,r02,8,600,14,0,0,GBM1a_B20_8,5
GBM1a,15,2,r02,FBS,r02,8,600,15,1,0.001666667,GBM1a_FBS_8,2
GBM1a,15,2,r02,CTRL,r02,8,600,16,0,0,GBM1a_CTRL_8,1
GBM1a,15,2,r02,CTRL,r03,8,600,17,0,0,GBM1a_CTRL_8,1
GBM1a,15,2,r02,FBS,r03,8,600,18,1,0.001666667,GBM1a_FBS_8,2
GBM1a,15,2,r02,B20,r03,8,600,19,1,0.001666667,GBM1a_B20_8,5
GBM1a,15,2,r02,B100,r03,8,600,20,0,0,GBM1a_B100_8,6
GBM1a,15,2,r02,E20,r03,8,600,21,1,0.001666667,GBM1a_E20_8,3
GBM1a,15,2,r02,E100,r03,8,600,22,0,0,GBM1a_E100_8,4
GBM1a,15,2,r02,S20,r03,8,600,23,0,0,GBM1a_S20_8,7
GBM1a,15,2,r02,S100,r03,8,600,24,0,0,GBM1a_S100_8,8
GBM1a,15,2,r02,S100,r04,8,600,25,0,0,GBM1a_S100_8,8
GBM1a,15,2,r02,S20,r04,8,600,26,1,0.001666667,GBM1a_S20_8,7
GBM1a,15,2,r02,E100,r04,8,600,27,0,0,GBM1a_E100_8,4
GBM1a,15,2,r02,E20,r04,8,600,28,0,0,GBM1a_E20_8,3
GBM1a,15,2,r02,B100,r04,8,600,29,0,0,GBM1a_B100_8,6
GBM1a,15,2,r02,B20,r04,8,600,30,0,0,GBM1a_B20_8,5
GBM1a,15,2,r02,FBS,r04,8,600,31,0,0,GBM1a_FBS_8,2
GBM1a,15,2,r02,CTRL,r04,8,600,32,1,0.001666667,GBM1a_CTRL_8,1
GBM1a,15,2,r02,CTRL,r05,8,600,33,0,0,GBM1a_CTRL_8,1
GBM1a,15,2,r02,FBS,r05,8,600,34,1,0.001666667,GBM1a_FBS_8,2
GBM1a,15,2,r02,B20,r05,8,600,35,0,0,GBM1a_B20_8,5
GBM1a,15,2,r02,B100,r05,8,600,36,0,0,GBM1a_B100_8,6
GBM1a,15,2,r02,E20,r05,8,600,37,0,0,GBM1a_E20_8,3
GBM1a,15,2,r02,E100,r05,8,600,38,1,0.001666667,GBM1a_E100_8,4
GBM1a,15,2,r02,S20,r05,8,600,39,0,0,GBM1a_S20_8,7
GBM1a,15,2,r02,S100,r05,8,600,40,0,0,GBM1a_S100_8,8
GBM1a,15,2,r02,S100,r06,8,600,41,0,0,GBM1a_S100_8,8
GBM1a,15,2,r02,S20,r06,8,600,42,0,0,GBM1a_S20_8,7
GBM1a,15,2,r02,E100,r06,8,600,43,0,0,GBM1a_E100_8,4
GBM1a,15,2,r02,E20,r06,8,600,44,0,0,GBM1a_E20_8,3
GBM1a,15,2,r02,B100,r06,8,600,45,0,0,GBM1a_B100_8,6
GBM1a,15,2,r02,B20,r06,8,600,46,0,0,GBM1a_B20_8,5
GBM1a,15,2,r02,FBS,r06,8,600,47,0,0,GBM1a_FBS_8,2
GBM1a,15,2,r02,CTRL,r06,8,800,48,0,0,GBM1a_CTRL_8,1
GBM1a,15,2,r02,CTRL,r01,6,800,1,8,0.01,GBM1a_CTRL_6,1
GBM1a,15,2,r02,FBS,r01,6,800,2,1,0.00125,GBM1a_FBS_6,2
GBM1a,15,2,r02,B20,r01,6,800,3,0,0,GBM1a_B20_6,5
GBM1a,15,2,r02,B100,r01,6,800,4,0,0,GBM1a_B100_6,6
GBM1a,15,2,r02,E20,r01,6,800,5,0,0,GBM1a_E20_6,3
GBM1a,15,2,r02,E100,r01,6,800,6,0,0,GBM1a_E100_6,4
GBM1a,15,2,r02,S20,r01,6,800,7,0,0,GBM1a_S20_6,7
GBM1a,15,2,r02,S100,r01,6,800,8,0,0,GBM1a_S100_6,8
GBM1a,15,2,r02,S100,r02,6,800,9,0,0,GBM1a_S100_6,8
GBM1a,15,2,r02,S20,r02,6,800,10,1,0.00125,GBM1a_S20_6,7
GBM1a,15,2,r02,E100,r02,6,800,11,1,0.00125,GBM1a_E100_6,4
GBM1a,15,2,r02,E20,r02,6,800,12,1,0.00125,GBM1a_E20_6,3
GBM1a,15,2,r02,B100,r02,6,800,13,1,0.00125,GBM1a_B100_6,6
GBM1a,15,2,r02,B20,r02,6,800,14,2,0.0025,GBM1a_B20_6,5
GBM1a,15,2,r02,FBS,r02,6,800,15,2,0.0025,GBM1a_FBS_6,2
GBM1a,15,2,r02,CTRL,r02,6,800,16,7,0.00875,GBM1a_CTRL_6,1
GBM1a,15,2,r02,CTRL,r03,6,800,17,2,0.0025,GBM1a_CTRL_6,1
GBM1a,15,2,r02,FBS,r03,6,800,18,3,0.00375,GBM1a_FBS_6,2
GBM1a,15,2,r02,B20,r03,6,800,19,1,0.00125,GBM1a_B20_6,5
GBM1a,15,2,r02,B100,r03,6,800,20,0,0,GBM1a_B100_6,6
GBM1a,15,2,r02,E20,r03,6,800,21,2,0.0025,GBM1a_E20_6,3
GBM1a,15,2,r02,E100,r03,6,800,22,1,0.00125,GBM1a_E100_6,4
GBM1a,15,2,r02,S20,r03,6,800,23,0,0,GBM1a_S20_6,7
GBM1a,15,2,r02,S100,r03,6,800,24,0,0,GBM1a_S100_6,8
GBM1a,15,2,r02,S100,r04,6,800,25,0,0,GBM1a_S100_6,8
GBM1a,15,2,r02,S20,r04,6,800,26,3,0.00375,GBM1a_S20_6,7
GBM1a,15,2,r02,E100,r04,6,800,27,0,0,GBM1a_E100_6,4
GBM1a,15,2,r02,E20,r04,6,800,28,1,0.00125,GBM1a_E20_6,3
GBM1a,15,2,r02,B100,r04,6,800,29,0,0,GBM1a_B100_6,6
GBM1a,15,2,r02,B20,r04,6,800,30,1,0.00125,GBM1a_B20_6,5
GBM1a,15,2,r02,FBS,r04,6,800,31,3,0.00375,GBM1a_FBS_6,2
GBM1a,15,2,r02,CTRL,r04,6,800,32,5,0.00625,GBM1a_CTRL_6,1
GBM1a,15,2,r02,CTRL,r05,6,800,33,2,0.0025,GBM1a_CTRL_6,1
GBM1a,15,2,r02,FBS,r05,6,800,34,3,0.00375,GBM1a_FBS_6,2
GBM1a,15,2,r02,B20,r05,6,800,35,5,0.00625,GBM1a_B20_6,5
GBM1a,15,2,r02,B100,r05,6,800,36,0,0,GBM1a_B100_6,6
GBM1a,15,2,r02,E20,r05,6,800,37,2,0.0025,GBM1a_E20_6,3
GBM1a,15,2,r02,E100,r05,6,800,38,1,0.00125,GBM1a_E100_6,4
GBM1a,15,2,r02,S20,r05,6,800,39,1,0.00125,GBM1a_S20_6,7
GBM1a,15,2,r02,S100,r05,6,800,40,0,0,GBM1a_S100_6,8
GBM1a,15,2,r02,S100,r06,6,800,41,0,0,GBM1a_S100_6,8
GBM1a,15,2,r02,S20,r06,6,800,42,0,0,GBM1a_S20_6,7
GBM1a,15,2,r02,E100,r06,6,800,43,0,0,GBM1a_E100_6,4
GBM1a,15,2,r02,E20,r06,6,800,44,0,0,GBM1a_E20_6,3
GBM1a,15,2,r02,B100,r06,6,800,45,0,0,GBM1a_B100_6,6
GBM1a,15,2,r02,B20,r06,6,800,46,0,0,GBM1a_B20_6,5
GBM1a,15,2,r02,FBS,r06,6,800,47,0,0,GBM1a_FBS_6,2
GBM1a,15,2,r02,CTRL,r06,6,800,48,2,0.0025,GBM1a_CTRL_6,1
GBM1a,15,2,r02,CTRL,r01,4,400,1,16,0.04,GBM1a_CTRL_4,1
GBM1a,15,2,r02,FBS,r01,4,400,2,9,0.0225,GBM1a_FBS_4,2
GBM1a,15,2,r02,B20,r01,4,400,3,13,0.0325,GBM1a_B20_4,5
GBM1a,15,2,r02,B100,r01,4,400,4,0,0,GBM1a_B100_4,6
GBM1a,15,2,r02,E20,r01,4,400,5,6,0.015,GBM1a_E20_4,3
GBM1a,15,2,r02,E100,r01,4,400,6,7,0.0175,GBM1a_E100_4,4
GBM1a,15,2,r02,S20,r01,4,400,7,3,0.0075,GBM1a_S20_4,7
GBM1a,15,2,r02,S100,r01,4,400,8,0,0,GBM1a_S100_4,8
GBM1a,15,2,r02,S100,r02,4,400,9,0,0,GBM1a_S100_4,8
GBM1a,15,2,r02,S20,r02,4,400,10,2,0.005,GBM1a_S20_4,7
GBM1a,15,2,r02,E100,r02,4,400,11,4,0.01,GBM1a_E100_4,4
GBM1a,15,2,r02,E20,r02,4,400,12,5,0.0125,GBM1a_E20_4,3
GBM1a,15,2,r02,B100,r02,4,400,13,1,0.0025,GBM1a_B100_4,6
GBM1a,15,2,r02,B20,r02,4,400,14,10,0.025,GBM1a_B20_4,5
GBM1a,15,2,r02,FBS,r02,4,400,15,5,0.0125,GBM1a_FBS_4,2
GBM1a,15,2,r02,CTRL,r02,4,400,16,11,0.0275,GBM1a_CTRL_4,1
GBM1a,15,2,r02,CTRL,r03,4,400,17,21,0.0525,GBM1a_CTRL_4,1
GBM1a,15,2,r02,FBS,r03,4,400,18,6,0.015,GBM1a_FBS_4,2
GBM1a,15,2,r02,B20,r03,4,400,19,14,0.035,GBM1a_B20_4,5
GBM1a,15,2,r02,B100,r03,4,400,20,1,0.0025,GBM1a_B100_4,6
GBM1a,15,2,r02,E20,r03,4,400,21,8,0.02,GBM1a_E20_4,3
GBM1a,15,2,r02,E100,r03,4,400,22,5,0.0125,GBM1a_E100_4,4
GBM1a,15,2,r02,S20,r03,4,400,23,7,0.0175,GBM1a_S20_4,7
GBM1a,15,2,r02,S100,r03,4,400,24,0,0,GBM1a_S100_4,8
GBM1a,15,2,r02,S100,r04,4,400,25,1,0.0025,GBM1a_S100_4,8
GBM1a,15,2,r02,S20,r04,4,400,26,3,0.0075,GBM1a_S20_4,7
GBM1a,15,2,r02,E100,r04,4,400,27,3,0.0075,GBM1a_E100_4,4
GBM1a,15,2,r02,E20,r04,4,400,28,6,0.015,GBM1a_E20_4,3
GBM1a,15,2,r02,B100,r04,4,400,29,1,0.0025,GBM1a_B100_4,6
GBM1a,15,2,r02,B20,r04,4,400,30,11,0.0275,GBM1a_B20_4,5
GBM1a,15,2,r02,FBS,r04,4,400,31,8,0.02,GBM1a_FBS_4,2
GBM1a,15,2,r02,CTRL,r04,4,400,32,16,0.04,GBM1a_CTRL_4,1
GBM1a,15,2,r02,CTRL,r05,4,400,33,14,0.035,GBM1a_CTRL_4,1
GBM1a,15,2,r02,FBS,r05,4,400,34,9,0.0225,GBM1a_FBS_4,2
GBM1a,15,2,r02,B20,r05,4,400,35,8,0.02,GBM1a_B20_4,5
GBM1a,15,2,r02,B100,r05,4,400,36,0,0,GBM1a_B100_4,6
GBM1a,15,2,r02,E20,r05,4,400,37,4,0.01,GBM1a_E20_4,3
GBM1a,15,2,r02,E100,r05,4,400,38,1,0.0025,GBM1a_E100_4,4
GBM1a,15,2,r02,S20,r05,4,400,39,6,0.015,GBM1a_S20_4,7
GBM1a,15,2,r02,S100,r05,4,400,40,0,0,GBM1a_S100_4,8
GBM1a,15,2,r02,S100,r06,4,400,41,0,0,GBM1a_S100_4,8
GBM1a,15,2,r02,S20,r06,4,400,42,0,0,GBM1a_S20_4,7
GBM1a,15,2,r02,E100,r06,4,400,43,1,0.0025,GBM1a_E100_4,4
GBM1a,15,2,r02,E20,r06,4,400,44,0,0,GBM1a_E20_4,3
GBM1a,15,2,r02,B100,r06,4,400,45,0,0,GBM1a_B100_4,6
GBM1a,15,2,r02,B20,r06,4,400,46,2,0.005,GBM1a_B20_4,5
GBM1a,15,2,r02,FBS,r06,4,400,47,6,0.015,GBM1a_FBS_4,2
GBM1a,15,2,r02,CTRL,r06,4,400,48,15,0.0375,GBM1a_CTRL_4,1
GBM965,17,2,r02,CTRL,r01,0,250,1,16,0.064,GBM965_CTRL_0,1
GBM965,17,2,r02,FBS,r01,0,250,2,14,0.056,GBM965_FBS_0,2
GBM965,17,2,r02,E20,r01,0,250,3,16,0.064,GBM965_E20_0,3
GBM965,17,2,r02,E100,r01,0,250,4,16,0.064,GBM965_E100_0,4
GBM965,17,2,r02,B20,r01,0,250,5,9,0.036,GBM965_B20_0,5
GBM965,17,2,r02,B100,r01,0,250,6,0,0,GBM965_B100_0,6
GBM965,17,2,r02,S20,r01,0,250,7,8,0.032,GBM965_S20_0,7
GBM965,17,2,r02,S100,r01,0,250,8,1,0.004,GBM965_S100_0,8
GBM965,17,2,r02,S100,r02,0,250,9,2,0.008,GBM965_S100_0,8
GBM965,17,2,r02,S20,r02,0,250,10,12,0.048,GBM965_S20_0,7
GBM965,17,2,r02,B100,r02,0,250,11,1,0.004,GBM965_B100_0,6
GBM965,17,2,r02,B20,r02,0,250,12,6,0.024,GBM965_B20_0,5
GBM965,17,2,r02,E100,r02,0,250,13,19,0.076,GBM965_E100_0,4
GBM965,17,2,r02,E20,r02,0,250,14,17,0.068,GBM965_E20_0,3
GBM965,17,2,r02,FBS,r02,0,250,15,10,0.04,GBM965_FBS_0,2
GBM965,17,2,r02,CTRL,r02,0,250,16,12,0.048,GBM965_CTRL_0,1
GBM965,17,2,r02,CTRL,r03,0,250,17,13,0.052,GBM965_CTRL_0,1
GBM965,17,2,r02,FBS,r03,0,250,18,12,0.048,GBM965_FBS_0,2
GBM965,17,2,r02,E20,r03,0,250,19,14,0.056,GBM965_E20_0,3
GBM965,17,2,r02,E100,r03,0,250,20,12,0.048,GBM965_E100_0,4
GBM965,17,2,r02,B20,r03,0,250,21,10,0.04,GBM965_B20_0,5
GBM965,17,2,r02,B100,r03,0,250,22,0,0,GBM965_B100_0,6
GBM965,17,2,r02,S20,r03,0,250,23,7,0.028,GBM965_S20_0,7
GBM965,17,2,r02,S100,r03,0,250,24,3,0.012,GBM965_S100_0,8
GBM965,17,2,r02,S100,r04,0,250,25,0,0,GBM965_S100_0,8
GBM965,17,2,r02,S20,r04,0,250,26,5,0.02,GBM965_S20_0,7
GBM965,17,2,r02,B100,r04,0,250,27,1,0.004,GBM965_B100_0,6
GBM965,17,2,r02,B20,r04,0,250,28,13,0.052,GBM965_B20_0,5
GBM965,17,2,r02,E100,r04,0,250,29,20,0.08,GBM965_E100_0,4
GBM965,17,2,r02,E20,r04,0,250,30,17,0.068,GBM965_E20_0,3
GBM965,17,2,r02,FBS,r04,0,250,31,15,0.06,GBM965_FBS_0,2
GBM965,17,2,r02,CTRL,r04,0,250,32,13,0.052,GBM965_CTRL_0,1
GBM965,17,2,r02,CTRL,r05,0,250,33,21,0.084,GBM965_CTRL_0,1
GBM965,17,2,r02,FBS,r05,0,250,34,11,0.044,GBM965_FBS_0,2
GBM965,17,2,r02,E20,r05,0,250,35,12,0.048,GBM965_E20_0,3
GBM965,17,2,r02,E100,r05,0,250,36,15,0.06,GBM965_E100_0,4
GBM965,17,2,r02,B20,r05,0,250,37,7,0.028,GBM965_B20_0,5
GBM965,17,2,r02,B100,r05,0,250,38,2,0.008,GBM965_B100_0,6
GBM965,17,2,r02,S20,r05,0,250,39,10,0.04,GBM965_S20_0,7
GBM965,17,2,r02,S100,r05,0,250,40,0,0,GBM965_S100_0,8
GBM965,17,2,r02,S100,r06,0,250,41,0,0,GBM965_S100_0,8
GBM965,17,2,r02,S20,r06,0,250,42,5,0.02,GBM965_S20_0,7
GBM965,17,2,r02,B100,r06,0,250,43,2,0.008,GBM965_B100_0,6
GBM965,17,2,r02,B20,r06,0,250,44,5,0.02,GBM965_B20_0,5
GBM965,17,2,r02,E100,r06,0,250,45,13,0.052,GBM965_E100_0,4
GBM965,17,2,r02,E20,r06,0,250,46,12,0.048,GBM965_E20_0,3
GBM965,17,2,r02,FBS,r06,0,250,47,10,0.04,GBM965_FBS_0,2
GBM965,17,2,r02,CTRL,r06,0,250,48,11,0.044,GBM965_CTRL_0,1
GBM965,17,2,r02,CTRL,r01,2,250,1,10,0.04,GBM965_CTRL_2,1
GBM965,17,2,r02,FBS,r01,2,250,2,7,0.028,GBM965_FBS_2,2
GBM965,17,2,r02,E20,r01,2,250,3,11,0.044,GBM965_E20_2,3
GBM965,17,2,r02,E100,r01,2,250,4,10,0.04,GBM965_E100_2,4
GBM965,17,2,r02,B20,r01,2,250,5,7,0.028,GBM965_B20_2,5
GBM965,17,2,r02,B100,r01,2,250,6,1,0.004,GBM965_B100_2,6
